1.666666666666666774e-03,1.914003559977257041e+01,1.084662595453286649e+01,2.078714784356026080e+00,2.513551788793965347e+00
3.333333333333333547e-03,5.467859374782877069e+01,4.839892337547666301e+01,5.348552125219464770e+00,5.118356533489852644e+00
5.000000000000000104e-03,9.627754012692889773e+01,9.313696292064767590e+01,5.162922111648008183e+00,5.560463714112230171e+00
6.666666666666667095e-03,7.675781838479760211e+01,6.750932968361613007e+01,1.087292495554356364e+01,7.056277493970801729e+00
8.333333333333333218e-03,8.013441401401195208e+01,1.247855407830448939e+02,1.065592959522425254e+01,8.140443946681980236e+00
1.000000000000000021e-02,1.293858163078761834e+02,1.624178684916300028e+02,1.135409796835292084e+01,1.212961674950330959e+01
1.166666666666666720e-02,8.365142184231110889e+01,2.331510395835748568e+02,1.944355945068067371e+01,1.665787164284399324e+01
1.333333333333333419e-02,8.603932699782933469e+01,6.048183454594619946e+01,1.590728253306243900e+01,1.537810004466592950e+01
1.500000000000000118e-02,1.461782054754168882e+02,3.175656335487676074e+02,1.812105343802674540e+01,1.670747734421546227e+01
1.666666666666666644e-02,1.491803585418962541e+02,2.656008517563340661e+02,1.707116579811207302e+01,2.436491606913478591e+01
1.833333333333333343e-02,2.073233103629850405e+02,7.492386623162620651e+01,1.161623194207154519e+01,2.768681572097332122e+01
2.000000000000000042e-02,2.757329766821797534e+02,1.392230550430751919e+02,1.565243063156247949e+01,2.221146908888777816e+01
2.166666666666666741e-02,2.721293830016365973e+02,1.843946824955693842e+02,2.272970381936837470e+01,2.789344285479362284e+01
2.333333333333333440e-02,2.001649906725658354e+02,3.295105282022962001e+02,2.811294348108191699e+01,2.681960759645817305e+01
2.500000000000000139e-02,3.628930498692697597e+02,2.491442343424088506e+02,2.693407721708283731e+01,2.141176000218611719e+01
2.666666666666666838e-02,3.081369626279614522e+02,2.315296304898652977e+02,3.738383285857443639e+01,2.023853564438448416e+01
2.833333333333333537e-02,2.746149166624008444e+02,2.555295518955903162e+02,3.052598073215779806e+01,2.693824978242099277e+01
3.000000000000000236e-02,3.188965142356777278e+02,1.807639865265528556e+02,3.383033623449816929e+01,3.454337643229664678e+01
3.166666666666666935e-02,3.239833061198949054e+02,2.411123598740265663e+02,2.430721644336144394e+01,3.308942586111286488e+01
3.333333333333333287e-02,2.543058450714194407e+02,3.373682267046798984e+02,2.427759025354935218e+01,3.914716168935868268e+01
3.500000000000000333e-02,2.198780362841567353e+02,3.344466073464035389e+02,3.418581686484648685e+01,3.829015900990858512e+01
3.666666666666666685e-02,1.751173845839196019e+02,1.400856941292857130e+02,3.848239228301279979e+01,3.147220207172857442e+01
3.833333333333333731e-02,2.806054642780724748e+02,3.754248995170684680e+02,3.233262258864212413e+01,3.135799666037247135e+01
4.000000000000000083e-02,2.676771029897305425e+02,4.117502711507939352e+02,4.167757672850902395e+01,3.265493224917749160e+01
4.166666666666667129e-02,4.333107625367797482e+02,3.616878787615100350e+02,5.657854372070077176e+01,3.957227409179145639e+01
4.500000000000000527e-02,2.553142194385418691e+02,3.604748146745817508e+02,5.358696167409807742e+01,3.600611367266781571e+01
4.666666666666666879e-02,4.673118432351881211e+02,2.921191288893679712e+02,4.876823950154518172e+01,3.697200143842766806e+01
4.833333333333333925e-02,3.078816725353481161e+02,2.292399427283200168e+02,6.009401547842342950e+01,4.917908008723808422e+01
5.000000000000000278e-02,2.331994551110846885e+02,1.021517544301204566e+03,4.634940817295926507e+01,5.489542479439799649e+01
5.333333333333333676e-02,4.808104932640090396e+02,5.495283356788077072e+02,6.488039414900940471e+01,5.533616908050287009e+01
5.500000000000000028e-02,4.558076530100861987e+02,8.437517398242429181e+02,6.962531300135687218e+01,5.658064763339157111e+01
5.833333333333333426e-02,6.734722367148571038e+02,5.869458937706421011e+02,6.668971571904711482e+01,4.754813635957169282e+01
6.166666666666666824e-02,4.161243473793184648e+02,7.670268418410907998e+02,5.071810240361298128e+01,6.406216431389179888e+01
6.333333333333333870e-02,3.251338002779527869e+02,5.530437059924057621e+02,5.616541442628113856e+01,6.115263334483995550e+01
6.666666666666666574e-02,4.278325303284058805e+02,6.277153881379618952e+02,3.734163553373459621e+01,4.848143306933410912e+01
7.000000000000000666e-02,3.518379712007894113e+02,5.414062135346925970e+02,7.202689501484918821e+01,7.772305167246501867e+01
7.333333333333333370e-02,6.077960969570773386e+02,3.227162665056887931e+02,4.432109248024331549e+01,6.937433680722134000e+01
7.666666666666667462e-02,4.828273352639342306e+02,4.023374933034783112e+02,8.633363241606107863e+01,8.451820491706264704e+01
8.000000000000000167e-02,5.012722510149768027e+02,5.806395831573357782e+02,3.307973623286493137e+01,5.701516691004371040e+01
8.500000000000000611e-02,4.673526814060709853e+02,5.082119123757370858e+02,7.699230543101570845e+01,6.748323813272827465e+01
8.833333333333333315e-02,4.658102993350949532e+02,4.305543185678099007e+02,8.871386489943617448e+01,9.068912459691810568e+01
9.333333333333333759e-02,4.320774128498186997e+02,5.753961813516282291e+02,1.010330195715995245e+02,1.023735798087708702e+02
9.666666666666667851e-02,4.090087709512326910e+02,9.716621098787271649e+02,8.988699658606580556e+01,1.095011637498750616e+02
1.016666666666666691e-01,7.455041020267248086e+02,8.043684707044056950e+02,1.259875739678432183e+02,9.740461893959303552e+01
1.066666666666666735e-01,5.102132460112789545e+02,4.845240072342432427e+02,1.193340534811493967e+02,1.177722355175265108e+02
1.116666666666666780e-01,4.823870971914629990e+02,9.357175729605455672e+02,9.989307072859276104e+01,1.108392764389675733e+02
1.166666666666666685e-01,3.823326647660457525e+02,8.330178431309128655e+02,8.268189565249532791e+01,7.865901158427237760e+01
1.216666666666666730e-01,4.323510567760883987e+02,7.297692372184687883e+02,1.015311618485138609e+02,7.661170847812628892e+01
1.283333333333333548e-01,7.592976738322386154e+02,7.452593989423180574e+02,1.072279587864269956e+02,8.205854059931874644e+01
1.333333333333333315e-01,6.254847665153245089e+02,1.271268377123077471e+03,1.535322325234712935e+02,1.052795654842882414e+02
1.400000000000000133e-01,6.410663670475315712e+02,6.839536578579195520e+02,1.204832014144568575e+02,1.115327243878210055e+02
1.466666666666666674e-01,4.972620246726394839e+02,4.678960586405972322e+02,8.986018886144360351e+01,1.031504254080077061e+02
1.533333333333333492e-01,5.589238635748117758e+02,3.230965553165447659e+02,9.675611531880760197e+01,9.074635105228479404e+01
1.616666666666666807e-01,4.698799289280078142e+02,7.337929566750049162e+02,1.078137373348548067e+02,1.399291242706192406e+02
1.683333333333333348e-01,6.195220602808291233e+02,7.843594081433817564e+02,1.204996362698846042e+02,8.066504594335178524e+01
1.766666666666666663e-01,5.180807729168345759e+02,6.651821722774969885e+02,1.424593980101456907e+02,1.607978161403779609e+02
1.850000000000000255e-01,6.655666942482122295e+02,5.914681295047423646e+02,1.109105265508960940e+02,1.948610085002379151e+02
1.933333333333333570e-01,6.792691290257855599e+02,7.521711910333232254e+02,1.033817479962568200e+02,1.390447882383461433e+02
2.033333333333333381e-01,6.041737234030937316e+02,1.205387173123300727e+03,9.998011238174754567e+01,1.823912560571385484e+02
2.116666666666666696e-01,5.638384030590660814e+02,5.516183011716742612e+02,1.257667303964600762e+02,1.082942470043011696e+02
2.233333333333333559e-01,4.161235493394962646e+02,7.809322860570972580e+02,1.911582869457511151e+02,1.383287728310116336e+02
2.333333333333333370e-01,5.983160351521167968e+02,5.260012654833084298e+02,1.187853256856562467e+02,1.636750143093265137e+02
2.433333333333333459e-01,5.082916865976730492e+02,4.679981288664065460e+02,1.269016179216800282e+02,1.265888800631087747e+02
2.550000000000000044e-01,6.464534409991954362e+02,7.731985238142286789e+02,1.138151904406644377e+02,1.288360069441853284e+02
2.683333333333333681e-01,5.728732271841047350e+02,5.589623362619827276e+02,1.184303817449711573e+02,9.077435809850055648e+01
2.800000000000000266e-01,3.846257712622750660e+02,8.500881325025102342e+02,1.118695789492012409e+02,1.839243040004070053e+02
2.933333333333333348e-01,5.052800569613284551e+02,7.428284051693143510e+02,1.305010339922431228e+02,1.445391793042575443e+02
3.066666666666666985e-01,6.836175632208138495e+02,7.514034357938676294e+02,1.606658002999205621e+02,1.863654450176761088e+02
3.216666666666667118e-01,5.323340090773464226e+02,1.002138682654928516e+03,1.479915528106965610e+02,1.505121187397991491e+02
3.366666666666666696e-01,4.187574941088342371e+02,4.982629366152032730e+02,1.690503685742145308e+02,1.508563183361196707e+02
3.533333333333333326e-01,3.828277071817948354e+02,7.865755993865371920e+02,1.602801588862246831e+02,1.395151214699222919e+02
3.700000000000000511e-01,4.806696558202292522e+02,5.201159713961687885e+02,1.523688437675330363e+02,1.503545039121853506e+02
3.866666666666667140e-01,5.321325076238110796e+02,6.582714720565592188e+02,1.586220121111135484e+02,1.485801736722931707e+02
4.050000000000000266e-01,3.483812254013248548e+02,7.785965524438935290e+02,1.375045444658384213e+02,1.297092727228302920e+02
4.250000000000000444e-01,5.182566068664516479e+02,6.051383230597804186e+02,1.332465878652198796e+02,1.834710910096684131e+02
4.450000000000000067e-01,4.631901620174220398e+02,6.564839360294457720e+02,1.914074906287275439e+02,1.467457123520770779e+02
4.650000000000000244e-01,4.419914611390939285e+02,7.748542203138831610e+02,2.014909557169782204e+02,1.701252633013041020e+02
4.883333333333333415e-01,4.423683772901654834e+02,5.182537917187997891e+02,1.829506447077224607e+02,1.499977337818008039e+02
5.116666666666667140e-01,3.041087795730234689e+02,4.311069567989424058e+02,1.379451312123576088e+02,1.946286026577472512e+02
5.350000000000000311e-01,3.954254220575538739e+02,5.447288276970181187e+02,1.536071729245705342e+02,1.719869572705098903e+02
5.600000000000000533e-01,4.229948435075048678e+02,5.676812167721997184e+02,2.098965692185313969e+02,1.675548645255221629e+02
5.866666666666666696e-01,3.143946224446716542e+02,4.564685685912425015e+02,1.256369732917911506e+02,1.479970556852082098e+02
6.149999999999999911e-01,3.133386702695969461e+02,5.074263091671425627e+02,1.601817730422299348e+02,1.376460973513671604e+02
6.433333333333334236e-01,3.758705384586349965e+02,4.923593073567471379e+02,1.400698417706358896e+02,1.348756795434702838e+02
6.733333333333333393e-01,2.570321793251962390e+02,4.890139287444008573e+02,1.098340391364469042e+02,1.150466641601481967e+02
7.050000000000000711e-01,2.994807542700239651e+02,4.337628461103960831e+02,1.190821850596414890e+02,1.336134727401599775e+02
7.383333333333333970e-01,2.537468050553527519e+02,4.960184903548031912e+02,1.361115897125524441e+02,1.175487801183636662e+02
7.733333333333334281e-01,2.429715008950309709e+02,4.048136832754559009e+02,1.238506948255294304e+02,1.018801262958356091e+02
8.100000000000000533e-01,2.363013825221607931e+02,3.420022648193080386e+02,1.095541660472796650e+02,1.148588426646727214e+02
8.483333333333333837e-01,2.974328594834940418e+02,5.254848806562140453e+02,1.450321191030909915e+02,1.081520502002084356e+02
8.883333333333334192e-01,2.170404433003893985e+02,2.930845183979018884e+02,1.175314112922460197e+02,1.130946869293299670e+02
9.316666666666667540e-01,1.536565688004107813e+02,4.100619067740668697e+02,1.216615964509950629e+02,8.924079952381580938e+01
9.750000000000000888e-01,2.101801964500822066e+02,3.966300401649502874e+02,1.210576970123053542e+02,8.462490681534649184e+01
1.021666666666666723e+00,1.492926938058992619e+02,2.714686263946238682e+02,1.254281392199681306e+02,9.764808235413491388e+01
1.070000000000000062e+00,1.634621007289673287e+02,3.276761035667089459e+02,9.026728300084315038e+01,9.317832141410629276e+01
1.120000000000000107e+00,1.432313557532708899e+02,2.816802565828730849e+02,1.315073890302552400e+02,7.486863013585116278e+01
1.173333333333333339e+00,1.364682172867055385e+02,2.641517042231353116e+02,7.672959604710980841e+01,6.748742349241719296e+01
1.228333333333333499e+00,1.387555482744886888e+02,1.836399936625180374e+02,8.460090367787175580e+01,5.777072439280261307e+01
1.286666666666666847e+00,1.093826680689061561e+02,2.325522618463390927e+02,1.016089521870406713e+02,4.792578723524483308e+01
1.346666666666666679e+00,9.611214712687052497e+01,2.000569016069781867e+02,8.562552077177372212e+01,4.064459011321770987e+01
1.410000000000000142e+00,8.565144342352986939e+01,1.176144462913442794e+02,7.219406967464496461e+01,3.899610938787207459e+01
1.476666666666666794e+00,6.849180409123898983e+01,1.506498009636587199e+02,6.472121990723033491e+01,3.913719590856386077e+01
1.546666666666666856e+00,5.758862356289206730e+01,1.378672234065207931e+02,5.616229411567702812e+01,3.447123831696119822e+01
1.620000000000000107e+00,5.799051026360383787e+01,9.082827586764578598e+01,6.370623758874809539e+01,3.145349017156798865e+01
1.696666666666666767e+00,4.398985518182524146e+01,8.915059667932857224e+01,4.649885280510024899e+01,3.074992472109642705e+01
1.776666666666666838e+00,4.314455925893810218e+01,7.613970850708722082e+01,3.358921404136312105e+01,2.302352748272499738e+01
1.861666666666666803e+00,3.471688851329385983e+01,6.011989899429276818e+01,2.759010467723592086e+01,2.210526937680847226e+01
1.948333333333333472e+00,3.346919431108739929e+01,4.317890237856377667e+01,3.091313840196642815e+01,1.774282242012517585e+01
2.041666666666666963e+00,2.421775400544396106e+01,4.287037134799300020e+01,2.936627610204417849e+01,1.141461612163746331e+01
2.138333333333333641e+00,2.031384903217661275e+01,2.413989893011152077e+01,1.526815500458686792e+01,9.901750629011061733e+00
2.238333333333333286e+00,2.009872711636550235e+01,2.139551359788922724e+01,1.583538698709308079e+01,6.762892229460430116e+00
2.345000000000000195e+00,1.075741779734327430e+01,2.143203495761462563e+01,1.245832388758022979e+01,5.883238615745367106e+00
2.455000000000000071e+00,6.984196700860515250e+00,1.451003271552118079e+01,8.843538235426727567e+00,3.642827251682577927e+00
2.571666666666666767e+00,6.214429141396911938e+00,1.272325807257302799e+01,5.543404585752256253e+00,3.018760455762719896e+00
2.693333333333333357e+00,7.244383498905071939e+00,8.090956172739886654e+00,5.335800080617157271e+00,2.403048160978524361e+00
2.820000000000000284e+00,4.338187872608893159e+00,6.251058957263976090e+00,3.693526161717386902e+00,1.487416149897387907e+00
