1.666666666666666774e-03,1.914003559977257041e+01,1.084662595453286649e+01,2.078714784356026080e+00,2.513551788793965347e+00,1.301755194945216632e+00,1.408214706544768369e+01
3.333333333333333547e-03,5.467859374782877069e+01,4.839892337547666301e+01,5.348552125219464770e+00,5.118356533489852644e+00,3.222173517211666560e+00,3.863869069022486968e+01
5.000000000000000104e-03,9.627754012692889773e+01,9.313696292064767590e+01,5.162922111648008183e+00,5.560463714112230171e+00,4.866274317145527384e+00,2.537919660398560495e+01
6.666666666666667095e-03,7.675781838479760211e+01,6.750932968361613007e+01,1.087292495554356364e+01,7.056277493970801729e+00,6.951439604853761445e+00,2.012118384765525292e+01
8.333333333333333218e-03,8.013441401401195208e+01,1.247855407830448939e+02,1.065592959522425254e+01,8.140443946681980236e+00,9.075421927626805996e+00,3.382899748174543930e+01
1.000000000000000021e-02,1.293858163078761834e+02,1.624178684916300028e+02,1.135409796835292084e+01,1.212961674950330959e+01,1.024168666242074544e+01,6.105167941877039084e+01
1.166666666666666720e-02,8.365142184231110889e+01,2.331510395835748568e+02,1.944355945068067371e+01,1.665787164284399324e+01,1.343338200041789499e+01,8.015269604154399019e+01
1.333333333333333419e-02,8.603932699782933469e+01,6.048183454594619946e+01,1.590728253306243900e+01,1.537810004466592950e+01,1.153699134856980812e+01,6.236138226450814415e+01
1.500000000000000118e-02,1.461782054754168882e+02,3.175656335487676074e+02,1.812105343802674540e+01,1.670747734421546227e+01,2.831028533214832166e+01,8.548491927829613246e+01
1.666666666666666644e-02,1.491803585418962541e+02,2.656008517563340661e+02,1.707116579811207302e+01,2.436491606913478591e+01,1.880695246478377314e+01,1.300056764565649416e+02
1.833333333333333343e-02,2.073233103629850405e+02,7.492386623162620651e+01,1.161623194207154519e+01,2.768681572097332122e+01,1.707825635282277688e+01,8.917262398186662153e+01
2.000000000000000042e-02,2.757329766821797534e+02,1.392230550430751919e+02,1.565243063156247949e+01,2.221146908888777816e+01,2.320632885417353464e+01,1.197245417462124522e+02
2.166666666666666741e-02,2.721293830016365973e+02,1.843946824955693842e+02,2.272970381936837470e+01,2.789344285479362284e+01,2.734374221021762352e+01,1.329672153346918151e+02
2.333333333333333440e-02,2.001649906725658354e+02,3.295105282022962001e+02,2.811294348108191699e+01,2.681960759645817305e+01,3.261575462707738637e+01,1.152403388539071614e+02
2.500000000000000139e-02,3.628930498692697597e+02,2.491442343424088506e+02,2.693407721708283731e+01,2.141176000218611719e+01,2.651093478657854874e+01,1.199978673012140575e+02
2.666666666666666838e-02,3.081369626279614522e+02,2.315296304898652977e+02,3.738383285857443639e+01,2.023853564438448416e+01,2.495933065742740453e+01,1.115502481729097184e+02
2.833333333333333537e-02,2.746149166624008444e+02,2.555295518955903162e+02,3.052598073215779806e+01,2.693824978242099277e+01,1.795878129412658097e+01,1.358232369051467572e+02
3.000000000000000236e-02,3.188965142356777278e+02,1.807639865265528556e+02,3.383033623449816929e+01,3.454337643229664678e+01,2.429577592812530185e+01,1.439823305438269472e+02
3.166666666666666935e-02,3.239833061198949054e+02,2.411123598740265663e+02,2.430721644336144394e+01,3.308942586111286488e+01,3.167536376008249377e+01,1.260599342527685849e+02
3.333333333333333287e-02,2.543058450714194407e+02,3.373682267046798984e+02,2.427759025354935218e+01,3.914716168935868268e+01,2.125973813632390375e+01,1.541753388597830678e+02
3.500000000000000333e-02,2.198780362841567353e+02,3.344466073464035389e+02,3.418581686484648685e+01,3.829015900990858512e+01,3.346972426079245366e+01,1.763325904023683677e+02
3.666666666666666685e-02,1.751173845839196019e+02,1.400856941292857130e+02,3.848239228301279979e+01,3.147220207172857442e+01,3.653354996024597767e+01,1.527386647928576906e+02
3.833333333333333731e-02,2.806054642780724748e+02,3.754248995170684680e+02,3.233262258864212413e+01,3.135799666037247135e+01,3.626782848303139417e+01,1.562775935853118199e+02
4.000000000000000083e-02,2.676771029897305425e+02,4.117502711507939352e+02,4.167757672850902395e+01,3.265493224917749160e+01,4.001252588949280664e+01,1.333897936497696719e+02
4.166666666666667129e-02,4.333107625367797482e+02,3.616878787615100350e+02,5.657854372070077176e+01,3.957227409179145639e+01,6.831984262411445741e+01,2.967079936825446680e+02
4.333333333333333481e-02,4.105738041980712296e+02,1.168166560985786333e+02,6.502176755508413919e+01,4.598573631935381201e+01,6.029439393318031648e+01,1.989835007331488157e+02
4.500000000000000527e-02,2.553142194385418691e+02,3.604748146745817508e+02,5.358696167409807742e+01,3.600611367266781571e+01,6.557507156403083570e+01,1.681519579937056506e+02
4.666666666666666879e-02,4.673118432351881211e+02,2.921191288893679712e+02,4.876823950154518172e+01,3.697200143842766806e+01,4.857555074360492853e+01,2.296538904238692851e+02
4.833333333333333925e-02,3.078816725353481161e+02,2.292399427283200168e+02,6.009401547842342950e+01,4.917908008723808422e+01,4.904074714966143489e+01,1.625061981038567183e+02
5.000000000000000278e-02,2.331994551110846885e+02,1.021517544301204566e+03,4.634940817295926507e+01,5.489542479439799649e+01,4.937384633658709276e+01,1.963900611935777647e+02
5.166666666666667324e-02,3.413726455780351330e+02,6.099376423241102430e+02,5.009147078305645806e+01,5.997330835676443428e+01,4.491961384187735717e+01,2.213264522180693064e+02
5.333333333333333676e-02,4.808104932640090396e+02,5.495283356788077072e+02,6.488039414900940471e+01,5.533616908050287009e+01,6.802184356037953705e+01,2.459944304890515241e+02
5.500000000000000028e-02,4.558076530100861987e+02,8.437517398242429181e+02,6.962531300135687218e+01,5.658064763339157111e+01,9.916855438664666167e+01,2.347413583142879361e+02
