# Coherence data file
# Number of spatial separations: 24
# Number of frequencies: 221
# Grid dimensions: 24 x 221
# Total data points: 5304
# Data format: spatial_separation frequency coh_u coh_v coh_w
# Columns: sep_idx freq_idx spatial_separation frequency coh_u coh_v coh_w

sep_idx freq_idx  spatial_sep    frequency        coh_u        coh_v        coh_w
      0        0 2.222222e+01 0.000000e+00 9.446080e-01 9.902156e-01 8.070001e-01
      0        1 2.222222e+01 4.539265e-03 9.415280e-01 9.908731e-01 7.827669e-01
      0        2 2.222222e+01 9.078529e-03 9.449525e-01 9.854643e-01 7.730636e-01
      0        3 2.222222e+01 1.361779e-02 9.278246e-01 9.785306e-01 7.631624e-01
      0        4 2.222222e+01 1.815706e-02 8.927270e-01 9.708453e-01 7.126885e-01
      0        5 2.222222e+01 2.269632e-02 8.815534e-01 9.674248e-01 7.208848e-01
      0        6 2.222222e+01 2.723559e-02 8.770629e-01 9.783479e-01 7.413115e-01
      0        7 2.222222e+01 3.177485e-02 8.629635e-01 9.680858e-01 6.821811e-01
      0        8 2.222222e+01 3.631412e-02 8.522180e-01 9.569672e-01 6.939118e-01
      0        9 2.222222e+01 4.085338e-02 8.385242e-01 9.608984e-01 7.159218e-01
      0       10 2.222222e+01 4.539265e-02 8.720799e-01 9.586358e-01 7.258700e-01
      0       11 2.222222e+01 4.993191e-02 8.381455e-01 9.512239e-01 6.925743e-01
      0       12 2.222222e+01 5.447118e-02 8.278677e-01 9.636923e-01 7.213321e-01
      0       13 2.222222e+01 5.901044e-02 8.074418e-01 9.566778e-01 7.149788e-01
      0       14 2.222222e+01 6.354970e-02 7.856258e-01 9.554694e-01 6.982068e-01
      0       15 2.222222e+01 6.808897e-02 7.816631e-01 9.474080e-01 6.521460e-01
      0       16 2.222222e+01 7.262823e-02 7.578678e-01 9.392685e-01 6.869744e-01
      0       17 2.222222e+01 7.716750e-02 7.672267e-01 9.297989e-01 7.083091e-01
      0       18 2.222222e+01 8.170676e-02 7.865148e-01 9.319033e-01 6.540243e-01
      0       19 2.222222e+01 8.624603e-02 7.947827e-01 9.454883e-01 6.887943e-01
      0       20 2.222222e+01 9.078529e-02 7.617413e-01 9.315974e-01 6.804890e-01
      0       21 2.222222e+01 9.532456e-02 7.232343e-01 9.159829e-01 6.115332e-01
      0       22 2.222222e+01 9.986382e-02 6.709529e-01 8.856620e-01 5.587019e-01
      0       23 2.222222e+01 1.044031e-01 6.919907e-01 8.801656e-01 6.100538e-01
      0       24 2.222222e+01 1.089424e-01 7.394091e-01 9.067572e-01 5.954400e-01
      0       25 2.222222e+01 1.134816e-01 7.320693e-01 8.903075e-01 6.164962e-01
      0       26 2.222222e+01 1.180209e-01 7.184012e-01 8.902805e-01 6.242965e-01
      0       27 2.222222e+01 1.225601e-01 7.153092e-01 9.024846e-01 6.109387e-01
      0       28 2.222222e+01 1.270994e-01 7.057857e-01 9.003557e-01 5.758073e-01
      0       29 2.222222e+01 1.316387e-01 6.750272e-01 8.816177e-01 5.371426e-01
      0       30 2.222222e+01 1.361779e-01 6.190285e-01 8.801819e-01 5.521035e-01
      0       31 2.222222e+01 1.407172e-01 6.359318e-01 8.939560e-01 5.486158e-01
      0       32 2.222222e+01 1.452565e-01 6.097259e-01 9.192573e-01 6.178662e-01
      0       33 2.222222e+01 1.497957e-01 5.583992e-01 8.899452e-01 6.308126e-01
      0       34 2.222222e+01 1.543350e-01 5.901773e-01 8.704592e-01 5.685102e-01
      0       35 2.222222e+01 1.588743e-01 6.450365e-01 8.640625e-01 5.978750e-01
      0       36 2.222222e+01 1.634135e-01 5.966617e-01 8.581553e-01 5.790591e-01
      0       37 2.222222e+01 1.679528e-01 5.705008e-01 8.485552e-01 5.867940e-01
      0       38 2.222222e+01 1.724921e-01 5.543043e-01 8.391238e-01 5.688785e-01
      0       39 2.222222e+01 1.770313e-01 5.730642e-01 8.410619e-01 5.630359e-01
      0       40 2.222222e+01 1.815706e-01 6.006277e-01 8.614584e-01 5.888777e-01
      0       41 2.222222e+01 1.861099e-01 5.464261e-01 7.993607e-01 5.849828e-01
      0       42 2.222222e+01 1.906491e-01 5.235224e-01 7.834268e-01 5.693969e-01
      0       43 2.222222e+01 1.951884e-01 5.007418e-01 8.337855e-01 5.518531e-01
      0       44 2.222222e+01 1.997276e-01 4.983952e-01 8.373823e-01 5.467361e-01
      0       45 2.222222e+01 2.042669e-01 5.243184e-01 8.288608e-01 4.960158e-01
      0       46 2.222222e+01 2.088062e-01 5.330497e-01 8.072500e-01 5.013349e-01
      0       47 2.222222e+01 2.133454e-01 4.865657e-01 7.857487e-01 4.958874e-01
      0       48 2.222222e+01 2.178847e-01 4.704246e-01 8.155950e-01 5.203818e-01
